7 days, 4:38:55.550000;33;650.641992688;2052.31964588;2044.5202291;2055.19497395;2074;6.58195944393;
7 days, 4:39:19.350000;33;648.640021682;2052.29058862;2044.51933503;2055.19169569;2075;6.80276309743;
7 days, 4:39:38.350000;33;648.116916418;2052.27926373;2044.48670149;2055.16397953;2076;6.94996553309;
7 days, 4:39:57.400000;33;647.443756461;2052.25080252;2044.47284341;2055.13775349;2077;7.09716796875;
7 days, 4:40:16.450000;33;647.479072213;2052.23426223;2044.46271062;2055.12925982;2077;7.24437040441;
7 days, 4:40:35.450000;33;647.095292807;2052.21787095;2044.42933202;2055.09126186;2078;7.39157284007;
7 days, 4:40:54.550000;33;646.599084139;2052.20103264;2044.43082213;2055.07472157;2079;7.61237649357;
7 days, 4:41:13.600000;33;646.143555641;2052.17942595;2044.3995297;2055.04208803;2079;7.75957892923;
7 days, 4:41:32.650000;33;645.644962788;2052.17450857;2044.37479377;2055.04417419;2079;7.90678136489;
7 days, 4:41:51.750000;33;646.620094776;2052.14783549;2044.36600208;2055.03597856;2080;8.05398380055;
7 days, 4:42:10.800000;33;646.824017167;2052.13487148;2044.3482697;2054.99663949;2080;8.20118623621;
7 days, 4:42:29.850000;33;647.109225392;2052.12235451;2044.34961081;2054.97592688;2081;8.34838867188;
7 days, 4:42:49;33;646.82148397;2052.08837986;2044.32547092;2054.97786403;2081;8.49559110754;
7 days, 4:43:08.100000;33;646.711960435;2052.07914114;2044.31474209;2054.95759845;2081;8.6427935432;
7 days, 4:43:38.100000;33;646.43137157;2052.0567894;2044.29119825;2054.91364002;2082;8.86359719669;
7 days, 4:43:57.200000;33;646.314844489;2052.0465076;2044.28240657;2054.91542816;2082;9.01079963235;
7 days, 4:44:16.300000;33;646.200329065;2052.0158112;2044.26079988;2054.88726497;2083;9.15800206801;
7 days, 4:44:35.400000;33;646.10041678;2052.00821161;2044.2430675;2054.87072468;2083;9.30520450368;
7 days, 4:44:54.450000;33;645.913779736;2051.99927092;2044.24113035;2054.86357212;2083;9.45240693934;
7 days, 4:45:13.550000;33;645.751357079;2051.98645592;2044.22414303;2054.84315753;2084;9.599609375;
