2018-12-04_20:49:24:109433,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:27:123218,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:30:128636,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:33:140407,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:36:147356,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:39:156127,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:42:174003,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:45:180805,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:48:201114,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:51:239420,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:54:246452,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:49:57:256893,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:00:264673,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:03:274160,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:06:280790,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:09:294423,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:12:301851,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:15:311564,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:18:320291,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:21:330122,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:24:342111,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:27:350587,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:30:362067,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:33:376186,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:36:384936,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:39:393202,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:42:411126,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
2018-12-04_20:50:45:419630,U,oK6mgqhkYKagZqaCqGED8EZwcFdQ
