11 days, 2:19:11.050000;33;650.019049644;2052.35481262;2044.56955194;2055.26664853;2072;7.6859777114;
11 days, 2:19:36.650000;33;649.599581957;2052.35660076;2044.55986619;2055.2636683;2072;7.83318014706;
11 days, 2:19:55.650000;33;649.120882154;2052.33678222;2044.52931881;2055.24146557;2073;7.90678136489;
11 days, 2:20:14.650000;33;648.666396737;2052.321136;2044.52767968;2055.22373319;2073;7.98038258272;
11 days, 2:20:33.600000;33;648.557692766;2052.32307315;2044.5266366;2055.20883203;2074;8.12758501838;
11 days, 2:20:52.600000;33;648.275911808;2052.31040716;2044.4957912;2055.19944429;2074;8.20118623621;
11 days, 2:21:11.550000;33;648.117288947;2052.26927996;2044.49251294;2055.18946052;2075;8.27478745404;
11 days, 2:21:30.550000;33;647.979602218;2052.25944519;2044.49117184;2055.15563488;2076;8.42198988971;
11 days, 2:21:49.600000;33;647.908970714;2052.25735903;2044.47090626;2055.14758825;2076;8.49559110754;
11 days, 2:22:08.600000;33;647.79445529;2052.25214362;2044.45898533;2055.14907837;2077;8.56919232537;
11 days, 2:22:27.600000;33;647.684708238;2052.23187804;2044.44229603;2055.14013767;2077;8.6427935432;
11 days, 2:22:46.600000;33;647.579431534;2052.2108674;2044.43722963;2055.13715744;2078;8.78999597886;
11 days, 2:23:05.600000;33;647.424533963;2052.21474171;2044.4253087;2055.12687564;2078;8.86359719669;
11 days, 2:23:24.650000;33;647.248700261;2052.18270421;2044.41383481;2055.08232117;2079;8.93719841452;
11 days, 2:23:43.650000;33;647.038146853;2052.16377974;2044.38120127;2055.0750196;2080;9.08440085018;
11 days, 2:24:02.700000;33;646.802559495;2052.1569252;2044.36719418;2055.08410931;2080;9.15800206801;
11 days, 2:24:21.700000;33;646.510124207;2052.14783549;2044.37032342;2055.04208803;2081;9.30520450368;
11 days, 2:24:40.700000;33;646.231323481;2052.11639404;2044.3469286;2055.01437187;2082;9.37880572151;
11 days, 2:24:59.750000;33;645.981952548;2052.08331347;2044.32845116;2054.99053001;2082;9.52600815717;
11 days, 2:25:18.900000;33;645.781233907;2052.06975341;2044.31250691;2054.98337746;2083;9.599609375;
