timestamp;gyro_x;gyro_y;gyro_z;gyro_temp;Ref V1;Ref V2;Ref V3;Ref V4;Ref V5;Ref Valid;Ref V_r;Ref lambda_r;SunS temperature_a;SunS temperature_b;SunS temperature_c;SunS temperature_d;SunS temperature_structure;ALS VL 1A;ALS VL 1B;ALS VL 1C;ALS VL 1D;ALS VL 2A;ALS VL 2B;ALS VL 2C;ALS VL 2D;ALS VL 3A;ALS VL 3B;ALS VL 3C;ALS VL 3D
9264211.8;-2.4347826087;-4.24347826087;1.66956521739;-7.77142857143;2637.82348633;2834.86572266;2961.98974609;2406.45776367;3556.93017578;True;0;0;13.3686911097;13.3686911097;13.3686911097;12.3136246787;11.019375;15450;13014;16899;17913;15380;12815;15798;17861;15294;12989;16246;18026
9264216.6;-2.4347826087;-4.24347826087;1.66956521739;-7.68214285714;2647.9934082;2834.86572266;2967.07470703;2405.18652344;3555.65893555;True;0;0;13.3686911097;13.3686911097;13.3686911097;12.3136246787;11.4021875;15279;12944;16903;17866;15240;12720;15774;17766;15144;12924;16266;17985
9264221.4;-2.4347826087;-4.17391304348;1.66956521739;-7.71428571429;2655.62084961;2832.32324219;2970.88842773;2401.37280273;3554.38769531;True;0;0;14.4279947554;14.4279947554;14.4279947554;13.3686911097;11.97640625;15136;12904;16869;17850;15060;12635;15775;17691;15027;12910;16264;17935
9264226.2;-2.50434782609;-4.24347826087;1.6;-7.43928571429;2663.24829102;2828.50952148;2973.4309082;2398.83032227;3553.11645508;True;0;0;14.4279947554;14.4279947554;14.4279947554;13.3686911097;12.35921875;14994;12930;16859;17849;14859;12632;15873;17619;14903;12941;16233;17836
9264231.55;-2.4347826087;-4.17391304348;1.53043478261;-7.46071428571;2672.14697266;2822.15332031;2974.70214844;2395.01660156;3553.11645508;True;0;0;14.4279947554;14.4279947554;14.4279947554;13.3686911097;12.74203125;14857;12932;16905;17822;14678;12694;16028;17537;14790;12962;16298;17746
9264236.35;-2.3652173913;-4.24347826087;1.6;-7.48214285714;2679.77441406;2817.06835938;2975.97338867;2391.20288086;3551.84521484;True;0;0;15.4915611923;15.4915611923;15.4915611923;14.4279947554;13.12484375;14723;12959;16939;17746;14546;12761;16110;17456;14667;13005;16426;17677
9264241.15;-2.4347826087;-4.24347826087;1.66956521739;-7.74285714286;2686.13061523;2809.44091797;2977.24462891;2386.11791992;3551.84521484;True;0;0;15.4915611923;15.4915611923;15.4915611923;14.4279947554;13.50765625;14626;12975;16997;17663;14468;12775;16147;17339;14549;13052;16536;17584
9264247.3;-2.4347826087;-4.24347826087;1.6;-7.37142857143;2692.48681641;2801.81347656;2977.24462891;2381.03295898;3550.57397461;True;0;0;15.4915611923;15.4915611923;15.4915611923;15.4915611923;13.89046875;14539;13009;17115;17564;14332;12814;16196;17237;14464;13100;16668;17472
9264252.15;-2.4347826087;-4.24347826087;1.66956521739;-7.225;2698.84301758;2796.72851562;2978.51586914;2378.49047852;3550.57397461;True;0;0;16.5594162037;16.5594162037;16.5594162037;15.4915611923;14.27328125;14454;13034;17195;17520;14251;12823;16230;17172;14430;13117;16758;17404
9264256.95;-2.50434782609;-4.17391304348;1.66956521739;-7.33571428571;2701.38549805;2792.91479492;2978.51586914;2375.94799805;3549.30273438;True;0;0;16.5594162037;16.5594162037;16.5594162037;15.4915611923;14.65609375;14390;13053;17219;17483;14213;12837;16264;17125;14376;13147;16815;17360
