121 days, 7:04:29.100000;33;8764003;13806070;13754538;13827314;2070;2561;
121 days, 7:04:48.150000;33;8766809;13806139;13754646;13827252;2070;2562;
121 days, 7:05:07.350000;33;8769691;13806275;13754663;13827454;2069;2564;
121 days, 7:05:26.450000;33;8773209;13806350;13754815;13827507;2069;2565;
121 days, 7:05:45.500000;33;8777450;13806425;13754913;13827648;2068;2567;
121 days, 7:06:04.550000;33;8780043;13806514;13754977;13827760;2068;2568;
121 days, 7:06:23.650000;33;8783481;13806632;13755042;13827832;2067;2570;
121 days, 7:06:42.700000;33;8787045;13806685;13755271;13827982;2067;2572;
121 days, 7:07:01.750000;33;8791073;13806777;13755318;13828136;2066;2574;
121 days, 7:07:20.850000;33;8793839;13806947;13755461;13828156;2066;2576;
121 days, 7:07:40;33;8798265;13807116;13755615;13828389;2065;2578;
121 days, 7:07:59.050000;33;8800516;13807159;13755765;13828452;2064;2580;
121 days, 7:08:18.100000;33;8806973;13807266;13755904;13828561;2064;2582;
121 days, 7:08:37.150000;33;8811236;13807412;13755856;13828797;2063;2584;
121 days, 7:08:56.200000;33;8815808;13807485;13755979;13828817;2062;2586;
121 days, 7:09:15.200000;33;8820155;13807561;13756311;13829006;2062;2588;
121 days, 7:09:34.300000;33;8824636;13807894;13756339;13829115;2061;2591;
121 days, 7:09:53.300000;33;8829380;13808070;13756510;13829463;2060;2592;
121 days, 7:10:12.350000;33;8833606;13808063;13756629;13829378;2059;2594;
121 days, 7:10:31.350000;33;8837762;13808253;13756726;13829631;2059;2597;
121 days, 7:10:50.350000;33;8842278;13808393;13756962;13829735;2058;2599;
121 days, 7:11:09.350000;33;8846557;13808550;13757080;13829875;2057;2601;
121 days, 7:11:28.350000;33;8850947;13808687;13757193;13830018;2056;2604;
121 days, 7:11:47.350000;33;8856106;13808729;13757261;13830176;2056;2606;
121 days, 7:12:06.500000;33;8860827;13808979;13757485;13830414;2055;2608;
121 days, 7:12:25.500000;33;8865471;13808989;13757542;13830420;2054;2611;
121 days, 7:12:44.500000;33;8869544;13809234;13757706;13830686;2053;2613;
121 days, 7:13:03.500000;33;8875278;13809263;13757884;13830918;2053;2616;
121 days, 7:13:22.500000;33;8880118;13809483;13758062;13830986;2052;2618;
121 days, 7:13:41.500000;33;8885607;13809634;13758167;13831095;2051;2621;
121 days, 7:14:00.500000;33;8883318;13809841;13758204;13831282;2050;2623;
121 days, 7:14:21.100000;33;8892213;13810067;13758400;13831471;2049;2626;
121 days, 7:14:40.150000;33;8898525;13810171;13758457;13831637;2048;2628;
121 days, 7:14:59.150000;33;8907877;13810250;13758691;13831657;2047;2631;
121 days, 7:15:18.100000;33;8912352;13810497;13758859;13831833;2047;2633;
121 days, 7:15:37.050000;33;8915557;13810638;13759025;13832102;2046;2636;
121 days, 7:15:56.050000;33;8905248;13810740;13759187;13832245;2045;2638;
121 days, 7:16:15;33;8906087;13810780;13759376;13832378;2044;2641;
121 days, 7:16:34;33;8908970;13810975;13759464;13832531;2043;2643;
