timestamp;gyro_x;gyro_y;gyro_z;gyro_temp;Ref V1;Ref V2;Ref V3;Ref V4;Ref V5;Ref Valid;Ref V_r;Ref lambda_r;SunS temperature_a;SunS temperature_b;SunS temperature_c;SunS temperature_d;SunS temperature_structure;ALS VL 1A;ALS VL 1B;ALS VL 1C;ALS VL 1D;ALS VL 2A;ALS VL 2B;ALS VL 2C;ALS VL 2D;ALS VL 3A;ALS VL 3B;ALS VL 3C;ALS VL 3D
9137422.325;-2.4347826087;-3.82608695652;1.46086956522;-11.3642857143;3136.1496582;2979.78710938;3260.73120117;2588.24511719;3555.65893555;True;0;0;13.3686911097;14.4279947554;14.4279947554;13.3686911097;12.550625;7098;8701;16159;12100;7149;8194;15131;12210;7335;8850;15757;12607
9137427.125;-2.3652173913;-3.82608695652;1.39130434783;-11.4071428571;3159.03198242;2987.41455078;3270.90112305;2608.58496094;3554.38769531;True;0;0;14.4279947554;14.4279947554;15.4915611923;13.3686911097;12.74203125;6749;8479;16043;11782;6895;7985;15148;11886;7078;8631;15638;12262
9137431.875;-2.4347826087;-3.82608695652;1.39130434783;-11.1928571429;3180.64306641;2997.58447266;3282.34228516;2628.92480469;3554.38769531;True;0;0;14.4279947554;14.4279947554;14.4279947554;13.3686911097;13.12484375;6389;8231;15957;11483;6603;7762;15070;11563;6706;8388;15427;11914
9137436.675;-2.29565217391;-3.82608695652;1.46086956522;-11.1857142857;3203.52539062;3006.4831543;3293.78344727;2650.53588867;3553.11645508;True;0;0;14.4279947554;14.4279947554;15.4915611923;13.3686911097;13.31625;6061;8003;15836;11166;6237;7512;14959;11223;6299;8093;15215;11571
9137442.325;-2.29565217391;-3.82608695652;1.46086956522;-11.0535714286;3227.67895508;3019.19555664;3306.49584961;2678.50317383;3553.11645508;True;0;0;14.4279947554;14.4279947554;15.4915611923;14.4279947554;13.50765625;5506;7710;15628;10767;5706;7286;14767;10814;5719;7787;14955;11139
9137447.125;-2.3652173913;-3.75652173913;1.46086956522;-11.0964285714;3248.01879883;3029.36547852;3317.93701172;2700.11425781;3553.11645508;True;0;0;14.4279947554;14.4279947554;15.4915611923;14.4279947554;13.6990625;5139;7477;15381;10411;5437;7043;14519;10469;5248;7495;14796;10831
9137451.875;-2.29565217391;-3.89565217391;1.39130434783;-11.0678571429;3268.35864258;3038.26416016;3328.10693359;2721.7253418;3553.11645508;True;0;0;14.4279947554;14.4279947554;15.4915611923;14.4279947554;13.6990625;4850;7189;15216;10111;4920;6799;14219;10173;4597;7207;14632;10532
9137457.875;-2.29565217391;-3.82608695652;1.46086956522;-10.9428571429;3293.78344727;3056.06152344;3343.36181641;2757.32006836;3553.11645508;True;0;0;14.4279947554;15.4915611923;15.4915611923;14.4279947554;13.89046875;4315;6800;14966;9716;4347;6471;13836;9777;4158;6827;14397;10156
9137462.675;-2.29565217391;-3.82608695652;1.53043478261;-10.8607142857;3315.39453125;3075.13012695;3354.80297852;2794.18603516;3553.11645508;True;0;0;14.4279947554;15.4915611923;15.4915611923;14.4279947554;14.081875;3743;6489;14700;9392;3878;6208;13589;9423;3898;6496;14134;9810
9137467.475;-2.22608695652;-3.82608695652;1.46086956522;-10.9607142857;3335.734375;3096.74121094;3367.51538086;2831.05200195;3553.11645508;True;0;0;14.4279947554;15.4915611923;15.4915611923;14.4279947554;14.081875;3403;6151;14546;9115;3574;5900;13414;9039;3593;6164;13806;9462
9137473.275;-2.29565217391;-3.75652173913;1.46086956522;-10.7285714286;3361.15917969;3129.79345703;3381.49902344;2886.98657227;3553.11645508;True;0;0;14.4279947554;15.4915611923;15.4915611923;14.4279947554;14.081875;2940;5713;14275;8705;3068;5537;13173;8659;2985;5677;13497;9057
9137478.075;-2.22608695652;-3.68695652174;1.53043478261;-10.6428571429;3389.12646484;3186.99926758;3399.29638672;2982.32958984;3553.11645508;True;0;0;14.4279947554;15.4915611923;15.4915611923;14.4279947554;14.081875;2539;5360;13951;8389;2611;5204;12893;8321;2664;5373;13214;8674
9137482.875;-2.22608695652;-3.75652173913;1.46086956522;-10.6964285714;3502.2668457;3492.09692383;3476.84204102;3498.453125;3554.38769531;True;0;0;14.4279947554;15.4915611923;15.4915611923;14.4279947554;14.27328125;2410;5044;13566;8055;2476;4836;12511;7987;2540;4984;12863;8260
9137488.875;-2.22608695652;-3.68695652174;1.53043478261;-10.6428571429;3506.08056641;3499.72436523;3480.65576172;3508.62304688;3554.38769531;True;0;0;14.4279947554;15.4915611923;15.4915611923;14.4279947554;14.27328125;2279;4720;13141;7645;2339;4350;12103;7515;2390;4414;12406;7665
9137493.675;-2.29565217391;-3.68695652174;1.46086956522;-10.475;3506.08056641;3499.72436523;3479.38452148;3508.62304688;3554.38769531;True;0;0;14.4279947554;14.4279947554;15.4915611923;13.3686911097;14.27328125;2182;4354;12804;7302;2233;3965;11764;7090;2278;3988;12069;7163
9137498.475;-2.22608695652;-3.68695652174;1.53043478261;-10.4714285714;3504.80932617;3498.453125;3479.38452148;3507.35180664;3554.38769531;True;0;0;14.4279947554;14.4279947554;15.4915611923;13.3686911097;14.27328125;2104;3843;12487;6896;2147;3653;11455;6722;2195;3671;11799;6695
9137504.925;-2.22608695652;-3.68695652174;1.53043478261;-10.2428571429;3503.53808594;3497.18188477;3476.84204102;3507.35180664;3555.65893555;True;0;0;14.4279947554;14.4279947554;15.4915611923;13.3686911097;14.081875;2019;3303;11943;6406;2052;3115;10941;6267;2103;3192;11328;6118
9137509.675;-2.3652173913;-3.68695652174;1.46086956522;-10.2428571429;3503.53808594;3495.91064453;3475.57080078;3507.35180664;3555.65893555;True;0;0;14.4279947554;14.4279947554;15.4915611923;13.3686911097;14.081875;1966;3022;11640;6025;1994;2772;10686;5903;2044;2874;10994;5759
9137514.475;-2.3652173913;-3.68695652174;1.46086956522;-10.1285714286;3503.53808594;3495.91064453;3475.57080078;3507.35180664;3555.65893555;True;0;0;13.3686911097;14.4279947554;15.4915611923;13.3686911097;14.081875;1914;2876;11369;5713;1939;2560;10466;5659;1988;2785;10716;5527
9137520.525;-2.29565217391;-3.68695652174;1.53043478261;-10.1107142857;3503.53808594;3494.6394043;3474.29956055;3506.08056641;3555.65893555;True;0;0;13.3686911097;14.4279947554;14.4279947554;13.3686911097;13.89046875;1846;2549;10916;5389;1866;2444;10158;5295;1908;2303;10363;5315
9137525.325;-2.29565217391;-3.61739130435;1.6;-10.1;3502.2668457;3493.36816406;3474.29956055;3506.08056641;3555.65893555;True;0;0;13.3686911097;14.4279947554;14.4279947554;13.3686911097;13.89046875;1795;2321;10629;5179;1808;2204;9870;5039;1845;2148;10061;5173
9137530.125;-2.29565217391;-3.61739130435;1.53043478261;-10.0821428571;3502.2668457;3493.36816406;3471.75708008;3506.08056641;3555.65893555;True;0;0;13.3686911097;14.4279947554;14.4279947554;13.3686911097;13.6990625;1755;2169;10307;4956;1762;2013;9468;4795;1800;1832;9714;5042
9137535.525;-2.29565217391;-3.54782608696;1.53043478261;-9.99285714286;3502.2668457;3492.09692383;3470.48583984;3504.80932617;3556.93017578;True;0;0;13.3686911097;13.3686911097;14.4279947554;13.3686911097;13.50765625;1715;1980;9857;4677;1717;1856;9028;4550;1759;1727;9303;4870
9137540.325;-2.22608695652;-3.61739130435;1.53043478261;-10.0642857143;3500.99560547;3490.82568359;3470.48583984;3504.80932617;3556.93017578;True;0;0;13.3686911097;13.3686911097;14.4279947554;12.3136246787;13.50765625;1685;1844;9468;4478;1684;1744;8683;4331;1729;1670;8815;4687
9137545.125;-2.29565217391;-3.54782608696;1.6;-9.93571428571;3499.72436523;3489.55444336;3469.21459961;3503.53808594;3556.93017578;True;0;0;12.3136246787;13.3686911097;14.4279947554;12.3136246787;13.31625;1666;1734;9092;4293;1661;1654;8389;4100;1709;1626;8403;4462
9137551.225;-2.29565217391;-3.47826086957;1.6;-9.65714285714;3499.72436523;3488.28320312;3467.94335938;3503.53808594;3556.93017578;True;0;0;12.3136246787;13.3686911097;13.3686911097;12.3136246787;13.12484375;1654;1628;8467;4063;1645;1611;7989;3812;1697;1597;7901;4202
9137556.025;-2.29565217391;-3.47826086957;1.53043478261;-9.80357142857;3498.453125;3487.01196289;3466.67211914;3502.2668457;3558.20141602;True;0;0;12.3136246787;13.3686911097;13.3686911097;11.2627700896;12.9334375;1654;1608;8022;3884;1646;1591;7555;3666;1699;1576;7481;3974
9137560.825;-2.22608695652;-3.40869565217;1.53043478261;-9.59285714286;3498.453125;3485.74072266;3466.67211914;3502.2668457;3558.20141602;True;0;0;12.3136246787;13.3686911097;13.3686911097;11.2627700896;12.74203125;1659;1591;7634;3713;1651;1582;7076;3554;1706;1568;7081;3774
9137567.125;-2.3652173913;-3.54782608696;1.53043478261;-9.41785714286;3497.18188477;3484.46948242;3466.67211914;3500.99560547;3558.20141602;True;0;0;11.2627700896;12.3136246787;13.3686911097;11.2627700896;12.550625;1659;1594;7062;3482;1655;1590;6462;3378;1714;1568;6505;3556
9137571.925;-2.22608695652;-3.47826086957;1.6;-9.45;3497.18188477;3483.19824219;3465.40087891;3500.99560547;3559.47265625;True;0;0;11.2627700896;12.3136246787;12.3136246787;11.2627700896;12.35921875;1670;1591;6720;3354;1660;1585;6022;3243;1723;1565;6199;3411
9137576.725;-2.3652173913;-3.47826086957;1.53043478261;-9.48928571429;3497.18188477;3483.19824219;3465.40087891;3499.72436523;3559.47265625;True;0;0;11.2627700896;12.3136246787;12.3136246787;11.2627700896;12.1678125;1684;1598;6365;3187;1670;1594;5713;3127;1736;1572;5862;3268
9137586.325;-2.3652173913;-3.47826086957;1.53043478261;-9.35357142857;3497.18188477;3483.19824219;3466.67211914;3499.72436523;3559.47265625;True;0;0;11.2627700896;11.2627700896;11.2627700896;10.2161021723;11.785;1717;1622;5507;2900;1701;1619;5181;2794;1765;1594;4983;2958
9137591.125;-2.29565217391;-3.47826086957;1.6;-9.22857142857;3497.18188477;3483.19824219;3467.94335938;3499.72436523;3560.74389648;True;0;0;10.2161021723;11.2627700896;11.2627700896;10.2161021723;11.59359375;1728;1646;4543;1058;1711;1642;4685;1075;1776;1621;4491;1056
9137595.925;-2.29565217391;-3.47826086957;1.6;-9.125;3498.453125;3485.74072266;3471.75708008;3499.72436523;3560.74389648;True;0;0;10.2161021723;11.2627700896;11.2627700896;11.9284294235;11.21078125;1734;1660;950;847;1717;1655;890;838;1783;1637;3277;851
9137601.375;-2.29565217391;-3.47826086957;1.53043478261;-9.21071428571;3498.453125;3485.74072266;3471.75708008;3499.72436523;3560.74389648;True;0;0;10.2161021723;10.2161021723;11.2627700896;11.9284294235;11.019375;1733;1665;852;832;1716;1663;823;827;1783;1649;863;840
