110 days, 17:29:05.125000;33;8709537;13795356;13744066;13815896;2078;2536;
110 days, 17:29:26.025000;33;8709864;13795183;13743944;13815684;2079;2535;
110 days, 17:29:45.025000;33;8706104;13795071;13743815;13815420;2079;2533;
110 days, 17:30:04.025000;33;8700175;13795069;13743660;13815357;2080;2531;
110 days, 17:30:22.975000;33;8698864;13794967;13743609;13815296;2080;2530;
110 days, 17:30:42.025000;33;8692880;13794916;13743488;13815056;2081;2528;
110 days, 17:31:01.025000;33;8690789;13794802;13743476;13814834;2081;2527;
110 days, 17:31:20.075000;33;8687969;13794697;13743256;13814891;2081;2526;
110 days, 17:31:39.075000;33;8686548;13794575;13743254;13814939;2082;2524;
110 days, 17:31:58.125000;33;8685559;13794515;13743187;13814812;2082;2523;
110 days, 17:32:17.125000;33;8683205;13794439;13743089;13814808;2082;2523;
110 days, 17:32:36.175000;33;8679714;13794412;13743207;13814708;2082;2522;
110 days, 17:32:55.275000;33;8678448;13794338;13743174;13814642;2082;2521;
110 days, 17:33:14.275000;33;8682196;13794338;13743177;13814744;2082;2521;
110 days, 17:33:33.275000;33;8679691;13794259;13743139;13814722;2083;2520;
110 days, 17:33:52.325000;33;8677592;13794366;13743123;13814562;2083;2519;
110 days, 17:34:11.375000;33;8676381;13794164;13742985;13814499;2083;2517;
110 days, 17:34:30.375000;33;8673977;13794171;13742920;13814355;2084;2515;
110 days, 17:34:49.525000;33;8670996;13794037;13742784;13814429;2084;2513;
110 days, 17:35:08.575000;33;8668195;13794016;13742645;13814280;2085;2512;
110 days, 17:35:27.625000;33;8664712;13793835;13742689;13814106;2085;2511;
110 days, 17:35:46.675000;33;8662408;13793742;13742510;13813954;2086;2510;
110 days, 17:36:05.725000;33;8659555;13793704;13742373;13813974;2086;2509;
110 days, 17:36:24.775000;33;8636563;13793629;13742383;13813882;2087;2509;
110 days, 17:36:43.825000;33;8649111;13793591;13742390;13813937;2087;2508;
110 days, 17:37:02.925000;33;8652414;13793597;13742307;13813836;2088;2507;
110 days, 17:37:22.175000;33;8647118;13793521;13742223;13813643;2088;2506;
110 days, 17:37:41.275000;33;8638078;13793360;13742224;13813620;2088;2506;
110 days, 17:38:25.075000;33;8633654;13793248;13742001;13813486;2089;2505;
110 days, 17:38:45.475000;33;8638263;13793193;13742107;13813442;2089;2504;
110 days, 17:39:04.575000;33;8636285;13792998;13741946;13813353;2090;2502;
110 days, 17:39:23.675000;33;8636299;13793097;13741913;13813345;2090;2501;
110 days, 17:39:42.825000;33;8634095;13793038;13741866;13813202;2090;2500;
110 days, 17:40:01.925000;33;8633341;13793082;13741807;13813127;2091;2499;
110 days, 17:40:21.125000;33;8633581;13792902;13741817;13813139;2091;2498;
110 days, 17:40:40.275000;33;8631991;13792835;13741724;13813162;2091;2498;
110 days, 17:40:59.375000;33;8631125;13792856;13741735;13813209;2091;2497;
110 days, 17:41:18.525000;33;8630624;13792711;13741674;13813157;2091;2497;
110 days, 17:41:37.675000;33;8630062;13792651;13741697;13813074;2091;2497;
110 days, 17:41:56.775000;33;8625925;13792683;13741787;13812969;2091;2496;
110 days, 17:42:15.925000;33;8620713;13792720;13741610;13812991;2090;2496;
110 days, 17:42:35.175000;33;8620395;13792733;13741698;13813000;2090;2497;
110 days, 17:42:54.275000;33;8598896;13792856;13741652;13813223;2090;2492;
110 days, 17:43:13.425000;33;8606008;13792776;13741452;13812963;2090;2487;
110 days, 17:43:32.525000;33;8616812;13792555;13741525;13812944;2090;2488;
110 days, 17:43:51.625000;33;8620165;13792623;13741363;13812820;2090;2487;
110 days, 17:44:10.775000;33;8614016;13792450;13741347;13812490;2091;2485;
110 days, 17:44:29.925000;33;8612722;13792258;13741161;13812508;2091;2484;
110 days, 17:44:49.025000;33;8613314;13792253;13741072;13812461;2091;2483;
110 days, 17:45:08.175000;33;8611169;13792143;13741109;13812419;2091;2483;
110 days, 17:45:27.275000;33;8610287;13792089;13741187;13812523;2092;2483;
110 days, 17:45:46.375000;33;8610591;13791946;13740951;13812194;2092;2483;
110 days, 17:46:05.525000;33;8612288;13791988;13741057;13812287;2092;2484;
110 days, 17:46:24.625000;33;8614539;13792122;13741072;13812368;2092;2486;
110 days, 17:46:43.725000;33;8612912;13792220;13741148;13812491;2092;2488;
110 days, 17:47:02.975000;33;8610368;13792272;13741156;13812604;2091;2489;
110 days, 17:47:22.075000;33;8623476;13792309;13741350;13812789;2091;2491;
110 days, 17:47:41.225000;33;8627210;13792511;13741499;13812856;2090;2493;
110 days, 17:48:00.325000;33;8632021;13792576;13741634;13812913;2090;2495;
110 days, 17:48:19.475000;33;8638186;13792752;13741747;13813202;2089;2497;
110 days, 17:48:39.825000;33;8641289;13792844;13741887;13813316;2089;2500;
110 days, 17:48:58.975000;33;8645128;13793102;13742047;13813494;2088;2502;
110 days, 17:49:18.075000;33;8649656;13793277;13742147;13813721;2088;2504;
110 days, 17:49:46.875000;33;8657036;13793455;13742568;13813891;2086;2507;
110 days, 17:50:06.025000;33;8662036;13793708;13742524;13814096;2086;2510;
