timestamp;gyro_x;gyro_y;gyro_z;gyro_temp;Sail temperature;sail indicator
2049532.025;-1.6;-0.765217391304;1.18260869565;-3.75357142857;-4.20666608103;False
2049533.075;-5.35652173913;-6.95652173913;3.40869565217;-3.56071428571;-4.20666608103;False
2049534.125;-5.91304347826;-6.67826086957;0.55652173913;-3.86071428571;-3.96113335948;False
2049535.125;-2.99130434783;-1.25217391304;3.68695652174;-3.69285714286;-3.96113335948;False
2049536.175;-1.80869565217;-0.904347826087;2.50434782609;-3.55357142857;-3.96113335948;False
2049537.825;-3.40869565217;-6.33043478261;2.29565217391;-3.67142857143;-3.96113335948;False
2049538.875;-5.28695652174;-4.45217391304;-0.208695652174;-3.79285714286;-3.96113335948;False
2049539.925;-4.86956521739;-1.73913043478;4.24347826087;-3.59285714286;-3.71536260329;False
2049540.925;-2.3652173913;-2.08695652174;0.417391304348;-3.57857142857;-3.71536260329;False
2049541.975;-1.87826086957;-4.73043478261;0.973913043478;-3.56428571429;-3.71536260329;False
2049542.975;-2.92173913043;-5.00869565217;4.0347826087;-3.53214285714;-3.71536260329;False
2049544.025;-5.21739130435;-3.26956521739;-0.208695652174;-3.61785714286;-3.71536260329;False
2049545.075;-5.5652173913;-3.47826086957;1.87826086957;-3.65357142857;-3.71536260329;False
2049546.075;-3.06086956522;-3.13043478261;3.61739130435;-3.65357142857;-3.46935346616;False
2049547.125;-2.22608695652;-3.54782608696;1.53043478261;-3.60357142857;-3.46935346616;False
2049549.125;-4.73043478261;-4.45217391304;0.347826086957;-3.66071428571;-3.46935346616;False
2049550.625;-5.00869565217;-4.31304347826;1.18260869565;-3.55714285714;-3.46935346616;False
2049551.675;-3.54782608696;-2.85217391304;2.3652173913;-3.54285714286;-3.46935346616;False
2049552.725;-3.13043478261;-2.78260869565;2.01739130435;-3.58214285714;-3.46935346616;False
2049553.775;-2.85217391304;-3.33913043478;0.278260869565;-3.53214285714;-3.22310560109;False
2049554.775;-3.33913043478;-4.66086956522;3.06086956522;-3.56071428571;-3.22310560109;False
2049555.825;-3.47826086957;-4.66086956522;1.80869565217;-3.56071428571;-3.22310560109;False
2049556.825;-4.52173913043;-3.68695652174;1.6;-3.51428571429;-3.22310560109;False
2049557.875;-4.52173913043;-3.40869565217;2.78260869565;-3.51785714286;-3.22310560109;False
2049558.925;-4.17391304348;-3.13043478261;1.25217391304;-3.59285714286;-3.22310560109;False
2049560.075;-2.92173913043;-3.06086956522;1.94782608696;-3.63214285714;-2.97661866042;False
2049561.125;-2.85217391304;-3.2;2.4347826087;-3.46785714286;-2.97661866042;False
2049562.175;-3.2;-4.31304347826;0.765217391304;-3.56428571429;-2.97661866042;False
2049563.175;-3.61739130435;-4.38260869565;2.4347826087;-3.66071428571;-2.97661866042;False
2049564.225;-4.17391304348;-4.0347826087;2.57391304348;-3.50714285714;-2.97661866042;False
2049565.225;-4.31304347826;-3.47826086957;1.87826086957;-3.40714285714;-2.97661866042;False
2049566.325;-4.10434782609;-3.26956521739;2.85217391304;-3.49285714286;-2.97661866042;False
2049567.375;-3.54782608696;-2.92173913043;1.53043478261;-3.48571428571;-2.72989229582;False
2049568.375;-3.13043478261;-2.99130434783;2.08695652174;-3.48571428571;-2.72989229582;False
2049569.425;0.417391304348;-1.80869565217;2.64347826087;-3.48571428571;-2.72989229582;False
2049571.525;22.4695652174;8.06956521739;14.6086956522;-3.45;-2.72989229582;False
2049572.575;-2.15652173913;1.6;0.765217391304;-3.6;-2.72989229582;False
2049573.625;-18.6434782609;-6.53913043478;-10.0173913043;-3.50714285714;-2.48292615827;False
2049574.625;-6.33043478261;-2.64347826087;5.5652173913;-3.49285714286;-2.48292615827;False
2049575.675;11.0608695652;0.904347826087;9.66956521739;-3.49285714286;-2.48292615827;False
2049576.675;-0.55652173913;-3.47826086957;-1.87826086957;-3.48928571429;-2.48292615827;False
2049577.725;-15.7217391304;-6.12173913043;-1.80869565217;-3.55714285714;-2.48292615827;False
2049578.775;-5.28695652174;-1.73913043478;2.78260869565;-3.37857142857;-2.48292615827;False
2049579.775;7.1652173913;-0.55652173913;5.07826086957;-3.37857142857;-2.48292615827;False
2049580.825;-1.04347826087;-4.10434782609;0.278260869565;-3.45;-2.48292615827;False
2049582.425;-11.7565217391;-4.73043478261;1.66956521739;-3.43928571429;-2.23571989808;False
2049583.475;2.08695652174;-0.278260869565;1.73913043478;-3.45;-2.23571989808;False
2049584.525;4.17391304348;-1.18260869565;2.57391304348;-3.41428571429;-2.23571989808;False
2049585.525;-7.79130434783;-5.21739130435;0.695652173913;-3.39642857143;-2.23571989808;False
2049586.575;-9.53043478261;-4.86956521739;1.32173913043;-3.51428571429;-2.23571989808;False
2049587.625;0.765217391304;-0.904347826087;3.13043478261;-3.43214285714;-2.23571989808;False
2049588.675;2.78260869565;-1.18260869565;1.80869565217;-3.43214285714;-2.23571989808;False
2049589.725;-6.4;-4.31304347826;0.626086956522;-3.59285714286;-2.23571989808;False
2049590.725;-7.72173913043;-4.10434782609;1.53043478261;-3.275;-1.98827316487;False
2049591.775;-0.55652173913;-1.46086956522;2.15652173913;-3.125;-1.98827316487;False
2049593.425;-1.53043478261;-2.50434782609;1.6;-3.41071428571;-1.98827316487;False
2049594.475;-6.88695652174;-5.00869565217;0.765217391304;-3.38214285714;-1.98827316487;False
2049595.525;-5.00869565217;-4.17391304348;2.22608695652;-3.46071428571;-1.98827316487;False
2049596.525;0.347826086957;-0.973913043478;2.64347826087;-3.22857142857;-1.98827316487;False
2049597.575;0.0;-1.04347826087;2.85217391304;-3.37142857143;-1.98827316487;False
2049598.575;-5.21739130435;-5.28695652174;1.32173913043;-3.32857142857;-1.98827316487;False
2049599.625;-3.82608695652;-4.52173913043;1.39130434783;-3.35357142857;-1.74058560759;False
2049600.675;-1.25217391304;-2.78260869565;3.40869565217;-3.425;-1.74058560759;False
2049601.675;-1.53043478261;-1.94782608696;2.3652173913;-3.36428571429;-1.74058560759;False
2049602.725;-2.4347826087;-2.08695652174;1.66956521739;-3.30357142857;-1.74058560759;False
2049604.375;-4.0347826087;-2.92173913043;1.73913043478;-3.31428571429;-1.74058560759;False
2049605.425;-2.85217391304;-2.99130434783;2.78260869565;-3.22857142857;-1.74058560759;False
2049606.475;-1.32173913043;-3.40869565217;2.22608695652;-3.34285714286;-1.74058560759;False
2049607.875;-1.66956521739;-3.06086956522;2.4347826087;-3.35;-1.74058560759;False
2049608.925;-3.26956521739;-2.08695652174;3.06086956522;-3.275;-1.74058560759;False
2049609.925;-4.66086956522;-2.50434782609;3.33913043478;-3.25;-1.74058560759;False
2049610.975;-1.94782608696;-3.68695652174;1.53043478261;-3.12857142857;-1.74058560759;False
2049612.025;-0.765217391304;-3.61739130435;1.87826086957;-3.13214285714;-1.74058560759;False
2049613.025;-1.94782608696;-3.26956521739;2.15652173913;-3.07142857143;-1.74058560759;False
2049614.075;-4.0347826087;-1.73913043478;2.64347826087;-3.06071428571;-1.74058560759;False
2049615.425;-2.92173913043;-2.64347826087;1.87826086957;-3.11428571429;-1.74058560759;False
2049616.475;-0.695652173913;-4.0347826087;2.29565217391;-3.08571428571;-1.74058560759;False
2049617.575;-0.695652173913;-3.9652173913;2.08695652174;-3.02857142857;-1.74058560759;False
2049618.575;-3.33913043478;-2.29565217391;2.71304347826;-3.15;-1.74058560759;False
2049619.625;-3.68695652174;-2.15652173913;2.29565217391;-3.175;-1.74058560759;False
2049620.625;-2.50434782609;-2.3652173913;1.87826086957;-3.28214285714;-1.49265687451;False
2049621.675;-1.04347826087;-4.0347826087;3.13043478261;-3.2;-1.49265687451;False
2049622.725;-0.904347826087;-3.75652173913;2.92173913043;-3.01785714286;-1.49265687451;False
2049623.725;-2.71304347826;-2.99130434783;2.08695652174;-2.99285714286;-1.49265687451;False
2049624.775;-3.33913043478;-2.57391304348;2.01739130435;-3.1;-1.49265687451;False
2049626.375;-2.01739130435;-2.85217391304;2.71304347826;-2.86071428571;-1.49265687451;False
2049627.425;-1.11304347826;-3.2;2.99130434783;-3.11785714286;-1.49265687451;False
2049628.475;-0.973913043478;-3.2;2.57391304348;-2.99642857143;-1.49265687451;False
2049629.475;-2.71304347826;-4.0347826087;2.4347826087;-2.87142857143;-1.49265687451;False
2049630.525;-2.92173913043;-3.82608695652;2.08695652174;-2.93571428571;-1.49265687451;False
2049631.525;-2.78260869565;-2.99130434783;2.71304347826;-3.03928571429;-1.24448661318;False
2049632.575;-1.87826086957;-2.15652173913;2.92173913043;-2.90714285714;-1.24448661318;False
2049633.625;-1.73913043478;-2.01739130435;2.50434782609;-2.97142857143;-1.24448661318;False
2049634.625;-1.6;-3.89565217391;2.71304347826;-2.93571428571;-1.24448661318;False
2049635.675;-1.53043478261;-3.89565217391;2.50434782609;-2.825;-1.24448661318;False
2049637.325;-2.3652173913;-3.33913043478;3.06086956522;-2.76071428571;-1.24448661318;False
2049638.375;-2.71304347826;-2.92173913043;2.78260869565;-2.82142857143;-1.24448661318;False
2049639.425;-2.64347826087;-2.78260869565;3.06086956522;-2.88571428571;-0.996074470512;False
2049640.425;-2.01739130435;-2.99130434783;2.71304347826;-2.77142857143;-0.996074470512;False
2049641.475;-1.32173913043;-3.26956521739;2.85217391304;-2.87142857143;-0.996074470512;False
2049642.475;-1.18260869565;-3.33913043478;2.92173913043;-2.70714285714;-0.996074470512;False
2049643.525;-1.80869565217;-3.89565217391;2.4347826087;-2.78928571429;-0.996074470512;False
2049644.575;-2.22608695652;-4.0347826087;2.99130434783;-2.78928571429;-0.996074470512;False
2049645.575;-2.50434782609;-3.82608695652;2.92173913043;-2.81428571429;-0.996074470512;False
2049646.625;-2.4347826087;-3.13043478261;2.64347826087;-2.78214285714;-0.996074470512;False
2049649.525;-1.46086956522;-2.99130434783;3.06086956522;-2.82857142857;-0.747420092695;False
2049650.575;-1.39130434783;-3.75652173913;2.99130434783;-2.68571428571;-0.747420092695;False
2049651.625;-1.6;-3.9652173913;2.85217391304;-2.58928571429;-0.747420092695;False
2049652.625;-1.87826086957;-4.10434782609;2.99130434783;-2.7;-0.747420092695;False
2049653.675;-2.57391304348;-3.89565217391;3.13043478261;-2.69285714286;-0.747420092695;False
2049654.675;-2.57391304348;-3.89565217391;2.99130434783;-2.55;-0.747420092695;False
2049655.725;-2.4347826087;-3.54782608696;3.2;-2.625;-0.747420092695;False
2049656.775;-2.15652173913;-3.13043478261;3.13043478261;-2.56071428571;-0.747420092695;False
2049657.775;-2.08695652174;-3.13043478261;2.92173913043;-2.66071428571;-0.498523125241;False
2049658.825;-1.80869565217;-3.33913043478;3.40869565217;-2.62142857143;-0.498523125241;False
2049660.675;-1.6;-4.17391304348;3.06086956522;-2.73214285714;-0.498523125241;False
2049661.725;-1.66956521739;-4.10434782609;2.99130434783;-2.58928571429;-0.498523125241;False
2049662.775;-2.29565217391;-4.0347826087;3.2;-2.67142857143;-0.498523125241;False
2049663.775;-2.57391304348;-3.82608695652;3.54782608696;-2.70714285714;-0.498523125241;False
2049665.075;-2.64347826087;-3.75652173913;3.40869565217;-2.60357142857;-0.498523125241;False
2049666.075;-2.64347826087;-3.75652173913;3.33913043478;-2.58571428571;-0.498523125241;False
2049667.125;-2.15652173913;-3.75652173913;3.2;-2.625;-0.249383212969;False
2049668.175;-1.73913043478;-3.82608695652;3.06086956522;-2.59642857143;-0.249383212969;False
2049669.175;-1.73913043478;-3.75652173913;2.99130434783;-2.61785714286;-0.249383212969;False
2049670.225;-1.73913043478;-3.75652173913;3.06086956522;-2.56428571429;-0.249383212969;False
2049672.175;-2.64347826087;-4.45217391304;3.54782608696;-2.68928571429;-0.249383212969;False
2049673.225;-2.57391304348;-4.31304347826;3.54782608696;-2.53214285714;-0.249383212969;False
2049674.275;-2.57391304348;-4.24347826087;3.47826086957;-2.525;-0.249383212969;False
2049675.275;-2.64347826087;-4.24347826087;3.47826086957;-2.58928571429;-0.249383212969;False
2049676.325;-2.4347826087;-3.9652173913;3.2;-2.61071428571;-0.249383212969;False
2049677.325;-2.15652173913;-3.75652173913;3.2;-2.47857142857;0;False
2049678.425;-2.22608695652;-3.82608695652;3.13043478261;-2.65357142857;0;False
2049679.475;-2.22608695652;-3.61739130435;3.06086956522;-2.71428571429;0;False
2049680.475;-2.15652173913;-3.82608695652;3.2;-2.53928571429;0;False
2049681.525;-2.3652173913;-4.59130434783;3.40869565217;-2.58214285714;0;False
2049686.025;-2.57391304348;-4.24347826087;3.26956521739;-2.6;0;False
2049687.075;-2.64347826087;-4.0347826087;3.2;-2.49642857143;0.325679856701;False
2049688.125;-2.64347826087;-3.9652173913;3.2;-2.50714285714;0.325679856701;False
2049689.125;-2.78260869565;-3.9652173913;3.2;-2.62142857143;0.325679856701;False
2049690.175;-2.71304347826;-3.89565217391;3.13043478261;-2.61071428571;0.325679856701;False
2049691.175;-2.78260869565;-3.89565217391;2.99130434783;-2.52142857143;0.325679856701;False
2049692.225;-2.71304347826;-3.89565217391;3.13043478261;-2.52142857143;0.325679856701;False
2049693.275;-2.57391304348;-4.66086956522;3.06086956522;-2.55357142857;0.325679856701;False
2049694.275;-2.57391304348;-4.52173913043;3.13043478261;-2.525;0.325679856701;False
2049695.325;-2.64347826087;-4.52173913043;3.06086956522;-2.50714285714;0.325679856701;False
2049696.975;-2.71304347826;-4.52173913043;3.06086956522;-2.5;0.651678071033;False
2049698.075;-2.64347826087;-4.38260869565;3.06086956522;-2.52142857143;0.651678071033;False
2049699.125;-2.64347826087;-4.10434782609;3.06086956522;-2.43571428571;0.651678071033;True
2049700.125;-2.64347826087;-4.0347826087;3.06086956522;-2.50714285714;0.651678071033;True
2049701.175;-2.71304347826;-4.0347826087;3.06086956522;-2.5;0.651678071033;True
2049702.175;-2.78260869565;-3.89565217391;2.99130434783;-2.40357142857;0.651678071033;True
2049703.225;-2.78260869565;-3.9652173913;2.99130434783;-2.17857142857;0.651678071033;True
2049704.275;-2.71304347826;-3.82608695652;3.06086956522;-2.45357142857;0.651678071033;True
2049705.275;-2.64347826087;-3.75652173913;2.99130434783;-2.43571428571;0.977995110024;True
2049706.325;-3.06086956522;-4.24347826087;2.85217391304;-2.19285714286;0.977995110024;True
2049707.925;-3.2;-4.24347826087;2.85217391304;-2.45;0.977995110024;True
2049708.975;-3.2;-4.24347826087;2.64347826087;-2.37142857143;0.977995110024;True
2049710.025;-3.2;-4.24347826087;2.71304347826;-2.27142857143;0.977995110024;True
