timestamp;gyro_x;gyro_y;gyro_z;gyro_temp;Sail temperature;sail indicator
2049470.125;-2.08695652174;-3.54782608696;1.39130434783;-4.23571428571;-5.91875911242;False
2049471.175;-2.08695652174;-3.47826086957;1.39130434783;-4.21428571429;-5.91875911242;False
2049472.225;-2.08695652174;-3.47826086957;1.39130434783;-4.33214285714;-5.91875911242;False
2049473.225;-2.08695652174;-3.61739130435;1.39130434783;-4.05714285714;-5.91875911242;False
2049474.275;-2.08695652174;-3.54782608696;1.32173913043;-4.25357142857;-5.91875911242;False
2049475.275;-2.08695652174;-3.54782608696;1.46086956522;-4.16785714286;-5.91875911242;False
2049476.325;-2.08695652174;-3.54782608696;1.39130434783;-4.21428571429;-5.91875911242;False
2049477.375;-2.01739130435;-3.54782608696;1.39130434783;-4.22142857143;-5.91875911242;False
2049478.375;-2.08695652174;-3.54782608696;1.39130434783;-4.22857142857;-5.91875911242;False
2049479.425;-2.08695652174;-3.54782608696;1.39130434783;-4.28214285714;-5.91875911242;False
2049480.425;-2.08695652174;-3.61739130435;1.39130434783;-4.19642857143;-5.91875911242;False
2049482.075;-2.08695652174;-3.54782608696;1.39130434783;-4.2;-5.91875911242;False
2049483.075;-2.08695652174;-3.54782608696;1.39130434783;-4.29642857143;-5.91875911242;False
2049484.125;-2.08695652174;-3.54782608696;1.39130434783;-4.18928571429;-5.91875911242;False
2049485.175;-2.08695652174;-3.61739130435;1.46086956522;-4.07142857143;-5.91875911242;False
2049486.175;-2.15652173913;-3.54782608696;1.39130434783;-4.23214285714;-5.91875911242;False
2049487.225;-2.01739130435;-3.54782608696;1.46086956522;-4.18214285714;-5.91875911242;False
2049488.225;-2.01739130435;-3.54782608696;1.39130434783;-4.21428571429;-5.67488299255;False
2049489.275;-2.08695652174;-3.54782608696;1.39130434783;-3.96428571429;-5.67488299255;False
2049490.325;-2.08695652174;-3.54782608696;1.46086956522;-4.07142857143;-5.67488299255;False
2049491.375;-2.08695652174;-3.61739130435;1.39130434783;-4.10714285714;-5.67488299255;False
2049493.125;-2.08695652174;-3.61739130435;1.39130434783;-4.22142857143;-5.67488299255;False
2049494.125;-2.08695652174;-3.61739130435;1.39130434783;-4.025;-5.67488299255;False
2049495.175;-2.15652173913;-3.61739130435;1.39130434783;-4.05714285714;-5.67488299255;False
2049496.175;-2.15652173913;-3.61739130435;1.39130434783;-4.01071428571;-5.67488299255;False
2049497.225;-2.08695652174;-3.54782608696;1.46086956522;-4.14285714286;-5.43077124357;False
2049498.275;-2.01739130435;-3.54782608696;1.39130434783;-4.1;-5.43077124357;False
2049499.275;-2.08695652174;-3.54782608696;1.39130434783;-4.05357142857;-5.43077124357;False
2049500.325;-4.8;104.27826087;165.147826087;-4.03928571429;-5.43077124357;False
2049501.325;64.4869565217;6.05217391304;59.1304347826;-4.11071428571;-5.43077124357;False
2049502.375;12.5913043478;-19.6173913043;18.852173913;-3.975;-5.43077124357;False
2049504.075;2.4347826087;39.3739130435;-28.1739130435;-4.025;-5.18642352384;False
2049505.175;21.7739130435;-15.7913043478;24.4869565217;-4.05714285714;-5.18642352384;False
2049506.225;-11.4782608696;-24.9739130435;9.6;-3.85;-5.18642352384;False
2049507.225;-17.252173913;14.5391304348;-4.31304347826;-3.88214285714;-5.18642352384;False
2049508.275;-0.834782608696;16.0;8.41739130435;-3.99642857143;-5.18642352384;False
2049509.275;14.2608695652;-19.2695652174;0.0;-4.15;-5.18642352384;False
2049510.325;-5.91304347826;-16.2086956522;9.53043478261;-3.96785714286;-4.94183949103;False
2049511.375;-16.9043478261;11.2695652174;2.64347826087;-4.03928571429;-4.94183949103;False
2049512.375;-2.01739130435;6.53913043478;-11.4086956522;-3.77142857143;-4.94183949103;False
2049513.425;10.7826086957;-17.3217391304;16.6956521739;-3.95;-4.94183949103;False
2049515.025;-11.6869565217;5.5652173913;0.208695652174;-4.05714285714;-4.94183949103;False
2049516.075;-13.2173913043;4.24347826087;-7.51304347826;-3.76428571429;-4.69701880217;False
2049517.125;3.54782608696;-15.0956521739;8.0;-3.81071428571;-4.69701880217;False
2049518.125;5.84347826087;-11.0608695652;9.04347826087;-3.575;-4.69701880217;False
2049519.175;-8.06956521739;6.60869565217;-10.9913043478;-3.87857142857;-4.69701880217;False
2049520.175;-9.25217391304;0.417391304348;-1.18260869565;-3.73214285714;-4.69701880217;False
2049521.225;0.695652173913;-14.1217391304;9.18260869565;-3.81071428571;-4.69701880217;False
2049522.275;2.71304347826;-5.28695652174;2.50434782609;-3.71785714286;-4.4519611136;False
2049523.275;-4.52173913043;6.26086956522;0.0;-3.68571428571;-4.4519611136;False
2049524.375;-6.26086956522;-4.0347826087;-1.6;-3.74285714286;-4.4519611136;False
2049526.875;-0.904347826087;1.6;-0.139130434783;-3.65;-4.4519611136;False
2049527.925;-3.9652173913;2.01739130435;1.6;-3.68214285714;-4.20666608103;False
2049528.975;-5.5652173913;-10.6434782609;-0.417391304348;-3.75357142857;-4.20666608103;False
2049529.975;-4.24347826087;-8.48695652174;4.31304347826;-3.64285714286;-4.20666608103;False
2049531.025;2.71304347826;1.87826086957;1.6;-3.65;-4.20666608103;False
