104 days, 7:17:10.250000;33;8846964;13794535;13742857;13815567;2045;2617;
104 days, 7:17:35.050000;33;8836098;13794375;13742707;13815352;2047;2613;
104 days, 7:17:53.950000;33;8836076;13794335;13742627;13815172;2047;2610;
104 days, 7:18:12.850000;33;8836822;13794131;13742472;13814968;2048;2606;
104 days, 7:18:31.800000;33;8806664;13793953;13742326;13814835;2049;2603;
104 days, 7:18:50.700000;33;8783384;13793747;13742309;13814704;2050;2600;
104 days, 7:19:09.650000;33;8746967;13793715;13742078;13814571;2051;2597;
104 days, 7:19:38.150000;33;8600249;13793494;13741873;13814199;2053;2592;
104 days, 7:19:57.150000;33;8489486;13793324;13741647;13814134;2053;2589;
104 days, 7:20:16.100000;33;8327915;13792971;13741614;13813974;2054;2585;
104 days, 7:20:35.100000;33;8170046;13792853;13741361;13813788;2055;2582;
104 days, 7:20:54.050000;33;8198847;13792717;13741341;13813672;2056;2579;
104 days, 7:21:13.050000;33;8463208;13792545;13741214;13813405;2057;2576;
104 days, 7:21:32.100000;33;8643374;13792493;13740921;13813361;2058;2573;
104 days, 7:21:51.100000;33;8741400;13792311;13740837;13813063;2059;2570;
104 days, 7:22:37.650000;33;8793129;13792088;13740666;13812964;2059;2567;
104 days, 7:22:56.650000;33;8794838;13792017;13740495;13812723;2060;2564;
104 days, 7:23:16.850000;33;8784310;13791814;13740347;13812539;2061;2561;
104 days, 7:23:35.850000;33;8773813;13791536;13740144;13812320;2062;2559;
104 days, 7:23:54.850000;33;8767660;13791420;13739967;13812149;2063;2557;
104 days, 7:24:13.850000;33;8758691;13791270;13739930;13812111;2064;2555;
104 days, 7:24:42.450000;33;8747925;13791012;13739784;13811808;2065;2552;
104 days, 7:25:01.500000;33;8746137;13790978;13739661;13811690;2065;2550;
104 days, 7:25:20.650000;33;8748891;13790724;13739506;13811580;2066;2549;
104 days, 7:25:39.750000;33;8748553;13790628;13739481;13811592;2067;2548;
104 days, 7:25:58.750000;33;8746249;13790585;13739252;13811334;2068;2546;
104 days, 7:26:17.850000;33;8743740;13790540;13739185;13811341;2068;2544;
104 days, 7:26:36.900000;33;8738541;13790354;13739078;13811139;2069;2543;
104 days, 7:27:05.600000;33;8712625;13790225;13738966;13811096;2070;2542;
104 days, 7:27:24.750000;33;8719330;13790161;13738867;13810759;2071;2540;
104 days, 7:27:43.850000;33;8712760;13790020;13738616;13810778;2072;2539;
104 days, 7:28:02.950000;33;8699142;13790012;13738665;13810710;2073;2538;
104 days, 7:28:22;33;8700341;13789819;13738515;13810480;2074;2536;
104 days, 7:28:41;33;8682630;13789765;13738391;13810438;2075;2535;
104 days, 7:29:00.050000;33;8665040;13789651;13738304;13810242;2076;2533;
104 days, 7:29:19.050000;33;8668894;13789457;13738086;13810146;2077;2531;
104 days, 7:29:38.050000;33;8690756;13789346;13737939;13809945;2078;2530;
104 days, 7:29:57.100000;33;8695671;13789132;13737887;13809884;2079;2528;
104 days, 7:30:16.100000;33;8687719;13789082;13737656;13809640;2080;2526;
104 days, 7:30:35.100000;33;8661437;13788809;13737545;13809453;2081;2524;
104 days, 7:30:54.150000;33;8643990;13788644;13737275;13809320;2082;2521;
104 days, 7:31:13.200000;33;8639400;13788555;13737242;13809065;2083;2519;
104 days, 7:31:32.250000;33;8622027;13788399;13737136;13809024;2084;2517;
104 days, 7:31:51.400000;33;8624256;13788227;13736887;13808695;2085;2515;
104 days, 7:32:10.500000;33;8627262;13788059;13736746;13808591;2086;2512;
104 days, 7:32:29.550000;33;8641334;13787810;13736657;13808399;2087;2510;
104 days, 7:32:48.650000;33;8640004;13787612;13736472;13808265;2087;2507;
104 days, 7:33:09;33;8629775;13787447;13736235;13808013;2089;2504;
104 days, 7:33:28.100000;33;8607651;13787321;13735963;13807632;2090;2502;
104 days, 7:33:47.250000;33;8577536;13786958;13735713;13807441;2091;2499;
104 days, 7:34:06.350000;33;8567702;13786856;13735656;13807247;2092;2496;
104 days, 7:34:25.550000;33;8592254;13786564;13735374;13806978;2093;2493;
104 days, 7:34:44.700000;33;8612863;13786356;13735141;13806747;2094;2490;
104 days, 7:35:03.850000;33;8610287;13786111;13734912;13806451;2095;2487;
104 days, 7:35:23;33;8603968;13785867;13734614;13806111;2097;2483;
104 days, 7:35:42.200000;33;8596679;13785510;13734390;13806005;2098;2480;
104 days, 7:36:01.400000;33;8588882;13785486;13734234;13805648;2099;2477;
104 days, 7:36:20.650000;33;8581084;13785022;13733784;13805409;2100;2474;
104 days, 7:36:39.900000;33;8573245;13784708;13733599;13805101;2101;2470;
104 days, 7:36:59.100000;33;8565443;13784442;13733342;13804885;2103;2467;
104 days, 7:37:18.350000;33;8557532;13784265;13733101;13804635;2104;2464;
104 days, 7:38:01.575000;33;8549626;13783935;13732855;13804233;2105;2460;
104 days, 7:38:20.825000;33;8541571;13783587;13732614;13804092;2106;2457;
104 days, 7:38:49.725000;33;8529663;13783333;13732148;13803560;2108;2452;
104 days, 7:39:08.925000;33;8522729;13783040;13731934;13803364;2109;2449;
104 days, 7:39:28.225000;33;8515214;13782709;13731658;13802903;2111;2445;
104 days, 7:39:47.375000;33;8507867;13782313;13731487;13802744;2111;2442;
104 days, 7:40:06.575000;33;8500310;13782152;13731194;13802453;2112;2439;
104 days, 7:40:25.725000;33;8492808;13781854;13730912;13802182;2114;2435;
104 days, 7:40:44.875000;33;8485190;13781585;13730592;13801803;2115;2431;
104 days, 7:41:03.975000;33;8477728;13781306;13730404;13801678;2116;2428;
104 days, 7:41:23.175000;33;8470265;13781014;13730141;13801298;2117;2425;
104 days, 7:41:42.475000;33;8462931;13780729;13729812;13801046;2118;2421;
104 days, 7:42:01.625000;33;8455476;13780405;13729700;13800611;2119;2417;
104 days, 7:42:20.775000;33;8447682;13780269;13729250;13800417;2120;2413;
104 days, 7:42:39.975000;33;8439425;13779983;13729091;13800167;2121;2409;
104 days, 7:42:59.175000;33;8430875;13779581;13728677;13799750;2122;2405;
104 days, 7:43:18.325000;33;8421881;13779334;13728338;13799446;2123;2401;
104 days, 7:43:38.825000;33;8411861;13779089;13728068;13799064;2124;2396;
104 days, 7:43:58.025000;33;8402619;13778562;13727636;13798655;2125;2391;
104 days, 7:44:17.325000;33;8393722;13778307;13727277;13798322;2126;2387;
104 days, 7:44:36.525000;33;8384748;13778028;13727012;13797924;2127;2383;
104 days, 7:44:55.775000;33;8376324;13777640;13726745;13797592;2128;2378;
104 days, 7:45:15.025000;33;8367987;13777304;13726408;13797314;2129;2374;
104 days, 7:45:34.275000;33;8359598;13776832;13726094;13796850;2130;2370;
104 days, 7:45:53.525000;33;8350915;13776549;13725613;13796622;2131;2366;
104 days, 7:46:12.875000;33;8344444;13776269;13725458;13796141;2132;2362;
104 days, 7:46:32.125000;33;8336792;13775823;13725109;13795874;2133;2358;
104 days, 7:46:51.375000;33;8328651;13775582;13724810;13795627;2134;2354;
104 days, 7:47:10.675000;33;8316114;13775276;13724614;13795273;2135;2350;
104 days, 7:47:29.925000;33;8312440;13775061;13724330;13794941;2135;2346;
104 days, 7:47:49.225000;33;8307691;13774603;13723985;13794730;2136;2343;
104 days, 7:48:08.525000;33;8301424;13774395;13723779;13794547;2137;2340;
104 days, 7:48:27.825000;33;8295600;13774135;13723478;13794159;2138;2338;
104 days, 7:48:47.225000;33;8290063;13774037;13723191;13794003;2138;2335;
104 days, 7:49:06.525000;33;8284750;13773764;13722967;13793717;2139;2332;
104 days, 7:49:25.825000;33;8279827;13773432;13722798;13793447;2139;2330;
104 days, 7:49:45.125000;33;8275038;13773402;13722510;13793236;2140;2327;
104 days, 7:50:04.525000;33;8270085;13773084;13722440;13793004;2140;2322;
104 days, 7:50:23.925000;33;8265309;13772995;13722257;13792806;2141;2319;
104 days, 7:50:43.375000;33;8260584;13772781;13722109;13792686;2141;2318;
104 days, 7:51:02.975000;33;8257192;13772689;13721855;13792431;2141;2317;
104 days, 7:51:22.425000;33;8257467;13772408;13721710;13792324;2142;2320;
104 days, 7:51:41.875000;33;8261306;13772426;13721775;13792545;2141;2323;
104 days, 7:52:01.375000;33;8266865;13772643;13721997;13792689;2141;2326;
104 days, 7:52:20.825000;33;8273292;13772836;13722382;13792964;2140;2329;
104 days, 7:52:40.325000;33;8279454;13773146;13722555;13793258;2140;2332;
104 days, 7:53:18.875000;33;8286234;13773568;13722755;13793530;2139;2335;
104 days, 7:53:38.375000;33;8293264;13773712;13723031;13793974;2138;2338;
104 days, 7:53:59.225000;33;8300984;13774019;13723471;13794222;2137;2342;
